products-list__link href,exclusive-new,brand,price,original_price,discount_percent,rating,discounted_price,original_price.1,discount_percent.1,offer_price,material_type,delivery_time_estimate,product_category,delivery_speed_category
https://www.ajio.com/red-tape-men-sports-shoes-with-mesh-upper/p/701087906_white?,Bestseller,RED TAPE,₹1173,₹6899,83%,1.3,1226,1679,27% Off,1054,Cotton,1-2 weeks,Clothing,Fast
https://www.ajio.com/lakme-xtraordin-airy-mattereal-mousse-foundation-matte-finish-has-spf8--05-beige-honey/p/4915605340_beige?,BESTSELLER,LAKME,₹330,₹999,67%,1.0,1221,3912,45% Off,747,Cotton,4-5 days,Footwear,Slow
https://www.example.com/product/1422,Bestseller,DenimCraft,₹855,₹2401,64%,2.8,801,2401,64%,783,Silk,5-7 days,T-Shirts,Slow
https://www.example.com/product/1080,Bestseller,VogueLift,₹2001,₹3074,34%,4.4,1812,3074,34%,1981,Silk,5-7 days,Ethnicwear,Moderate
https://www.example.com/product/1009,Limited Edition,ZyraWear,₹2515,₹4495,44%,4.8,2323,4495,44%,2421,Denim,1-2 weeks,Sportswear,Moderate
https://www.example.com/product/1129,TRENDING,VogueLift,₹1447,₹2474,41%,1.9,1280,2474,41%,1364,Nylon,5-7 days,Ethnicwear,Slow
https://www.example.com/product/1435,TRENDING,VogueLift,₹3034,₹3624,16%,4.3,2889,3624,16%,2979,Leather,1-2 weeks,Handbags,Moderate
https://www.example.com/product/1090,Limited Edition,VogueLift,₹1794,₹2837,36%,3.6,1744,2837,36%,1761,Leather,1-2 weeks,Sportswear,Fast
https://www.example.com/product/1086,TRENDING,StrideMax,₹1154,₹3859,70%,2.6,1039,3859,70%,1111,Denim,2-3 days,Jeans,Fast
https://www.example.com/product/1153,Bestseller,NeoThreads,₹2007,₹2963,32%,2.4,1930,2963,32%,1962,Linen,4-5 days,Handbags,Fast
https://www.example.com/product/1148,Bestseller,AeroStyle,₹1752,₹2204,20%,2.6,1632,2204,20%,1702,Synthetic,4-5 days,Ethnicwear,Slow
https://www.example.com/product/1116,NEW,UrbanEdge,₹1946,₹3384,42%,4.2,1753,3384,42%,1924,Nylon,5-7 days,Accessories,Slow
https://www.example.com/product/1339,NEW,VogueLift,₹3954,₹5655,30%,4.4,3884,5655,30%,3905,Silk,2-3 days,Footwear,Fast
https://www.example.com/product/1349,Limited Edition,UrbanEdge,₹3193,₹3488,8%,2.2,3129,3488,8%,3147,Synthetic,5-7 days,Accessories,Moderate
https://www.example.com/product/1283,TRENDING,DenimCraft,₹2568,₹4607,44%,4.8,2416,4607,44%,2479,Cotton,2-3 days,T-Shirts,Fast
https://www.example.com/product/1180,NEW,UrbanEdge,₹4454,₹6019,26%,3.5,4391,6019,26%,4390,Polyester,5-7 days,Ethnicwear,Moderate
https://www.example.com/product/1183,NEW,Luxora,₹3958,₹4513,12%,2.9,3799,4513,12%,3859,Silk,2-3 days,Footwear,Moderate
https://www.example.com/product/1414,BESTSELLER,ZyraWear,₹4344,₹4635,6%,4.8,4263,4635,6%,4276,Nylon,1-2 weeks,Jeans,Moderate
https://www.example.com/product/1113,TRENDING,VogueLift,₹960,₹3608,73%,2.2,809,3608,73%,910,Nylon,4-5 days,T-Shirts,Fast
https://www.example.com/product/1421,NEW,TruStep,₹2972,₹4968,40%,2.5,2850,4968,40%,2927,Cotton,1-2 weeks,Footwear,Slow
https://www.example.com/product/1039,NEW,NeoThreads,₹2209,₹3835,42%,4.1,2096,3835,42%,2158,Cotton,2-3 days,Sportswear,Slow
https://www.example.com/product/1176,TRENDING,NeoThreads,₹3657,₹5128,28%,4.4,3564,5128,28%,3617,Synthetic,1-2 weeks,Accessories,Slow
https://www.example.com/product/1140,BESTSELLER,Luxora,₹1003,₹2006,50%,3.2,883,2006,50%,972,Linen,5-7 days,Ethnicwear,Slow
https://www.example.com/product/1345,Bestseller,NeoThreads,₹4482,₹5084,11%,2.3,4339,5084,11%,4401,Synthetic,5-7 days,Handbags,Slow
https://www.example.com/product/1318,Limited Edition,UrbanEdge,₹4272,₹6496,34%,4.9,4217,6496,34%,4173,Leather,1-2 weeks,T-Shirts,Moderate
https://www.example.com/product/1312,NEW,Luxora,₹2361,₹3252,27%,3.0,2269,3252,27%,2266,Silk,1-2 weeks,T-Shirts,Slow
https://www.example.com/product/1081,BESTSELLER,StrideMax,₹2627,₹3936,33%,2.4,2487,3936,33%,2567,Leather,4-5 days,Jackets,Fast
https://www.example.com/product/1413,TRENDING,NeoThreads,₹3542,₹6346,44%,2.7,3368,6346,44%,3462,Synthetic,5-7 days,Footwear,Fast
https://www.example.com/product/1117,NEW,VogueLift,₹2039,₹3980,48%,1.5,1957,3980,48%,1961,Cotton,2-3 days,Accessories,Moderate
https://www.example.com/product/1064,NEW,AeroStyle,₹2810,₹3572,21%,1.1,2754,3572,21%,2754,Linen,5-7 days,T-Shirts,Slow
https://www.example.com/product/1124,Limited Edition,DenimCraft,₹2446,₹2953,17%,2.9,2298,2953,17%,2394,Cotton,5-7 days,Accessories,Moderate
https://www.example.com/product/1328,Bestseller,TruStep,₹1193,₹3550,66%,1.4,1068,3550,66%,1101,Synthetic,4-5 days,Shirts,Moderate
https://www.example.com/product/1364,Bestseller,Flexura,₹1916,₹2761,30%,3.2,1825,2761,30%,1880,Silk,2-3 days,Ethnicwear,Moderate
https://www.example.com/product/1055,NEW,Luxora,₹2633,₹3993,34%,1.6,2540,3993,34%,2545,Denim,1-2 weeks,Sportswear,Slow
https://www.example.com/product/1405,NEW,ZyraWear,₹2251,₹4008,43%,4.3,2177,4008,43%,2211,Silk,5-7 days,Jackets,Moderate
https://www.example.com/product/1137,Limited Edition,VogueLift,₹621,₹3078,79%,2.3,484,3078,79%,547,Linen,2-3 days,Jackets,Slow
https://www.example.com/product/1263,Bestseller,StrideMax,₹3475,₹5508,36%,4.0,3277,5508,36%,3454,Cotton,4-5 days,Shirts,Moderate
https://www.example.com/product/1171,BESTSELLER,VogueLift,₹3413,₹5345,36%,3.6,3214,5345,36%,3315,Cotton,5-7 days,Dresses,Slow
https://www.example.com/product/1194,Bestseller,ZyraWear,₹2624,₹3547,26%,4.2,2498,3547,26%,2586,Synthetic,1-2 weeks,Ethnicwear,Fast
https://www.example.com/product/1046,Bestseller,AeroStyle,₹4040,₹6816,40%,4.1,3982,6816,40%,4014,Silk,2-3 days,Jackets,Slow
https://www.example.com/product/1279,Bestseller,UrbanEdge,₹1546,₹2164,28%,1.6,1396,2164,28%,1499,Polyester,5-7 days,Accessories,Slow
https://www.example.com/product/1182,BESTSELLER,NeoThreads,₹1780,₹4721,62%,4.2,1700,4721,62%,1706,Synthetic,1-2 weeks,Shirts,Slow
https://www.example.com/product/1216,Bestseller,StrideMax,₹1218,₹2717,55%,3.8,1124,2717,55%,1122,Nylon,5-7 days,Ethnicwear,Moderate
https://www.example.com/product/1091,NEW,AeroStyle,₹4309,₹6527,33%,3.5,4127,6527,33%,4244,Denim,1-2 weeks,T-Shirts,Moderate
https://www.example.com/product/1253,TRENDING,TruStep,₹4906,₹7860,37%,4.4,4826,7860,37%,4809,Nylon,5-7 days,Shirts,Moderate
https://www.example.com/product/1270,NEW,Flexura,₹1465,₹2999,51%,2.1,1398,2999,51%,1376,Linen,2-3 days,Shirts,Moderate
https://www.example.com/product/1221,Limited Edition,Luxora,₹964,₹1584,39%,2.0,900,1584,39%,913,Silk,5-7 days,Shirts,Slow
https://www.example.com/product/1324,NEW,DenimCraft,₹3626,₹5714,36%,2.5,3471,5714,36%,3606,Silk,5-7 days,Accessories,Moderate
https://www.example.com/product/1369,Bestseller,UrbanEdge,₹2721,₹3103,12%,3.1,2655,3103,12%,2678,Polyester,4-5 days,Shirts,Slow
https://www.example.com/product/1307,Bestseller,NeoThreads,₹1726,₹4507,61%,3.3,1530,4507,61%,1678,Leather,1-2 weeks,Shirts,Slow
https://www.example.com/product/1222,BESTSELLER,Flexura,₹555,₹1090,49%,3.6,392,1090,49%,506,Denim,1-2 weeks,Sportswear,Fast
https://www.example.com/product/1200,BESTSELLER,StrideMax,₹794,₹1967,59%,2.6,691,1967,59%,737,Linen,4-5 days,Dresses,Slow
https://www.example.com/product/1352,BESTSELLER,StrideMax,₹2054,₹3962,48%,4.1,1966,3962,48%,1956,Nylon,2-3 days,Handbags,Moderate
https://www.example.com/product/1411,Bestseller,UrbanEdge,₹2004,₹4521,55%,3.7,1841,4521,55%,1943,Denim,5-7 days,Sportswear,Fast
https://www.example.com/product/1008,TRENDING,ZyraWear,₹350,₹2512,86%,4.3,193,2512,86%,289,Leather,5-7 days,Accessories,Slow
https://www.example.com/product/1168,Bestseller,Luxora,₹4843,₹6738,28%,4.1,4646,6738,28%,4752,Silk,4-5 days,Ethnicwear,Moderate
https://www.example.com/product/1111,NEW,UrbanEdge,₹3838,₹6696,42%,1.8,3665,6696,42%,3794,Cotton,2-3 days,Accessories,Fast
https://www.example.com/product/1334,NEW,NeoThreads,₹2246,₹2685,16%,3.5,2068,2685,16%,2162,Cotton,4-5 days,Jackets,Slow
https://www.example.com/product/1210,BESTSELLER,StrideMax,₹3622,₹3857,6%,1.1,3462,3857,6%,3572,Synthetic,4-5 days,Handbags,Moderate
https://www.example.com/product/1256,NEW,DenimCraft,₹2686,₹4377,38%,2.8,2590,4377,38%,2617,Leather,2-3 days,Jeans,Fast
https://www.example.com/product/1286,NEW,ZyraWear,₹2326,₹5171,55%,4.0,2192,5171,55%,2255,Linen,4-5 days,Footwear,Moderate
https://www.example.com/product/1031,Limited Edition,UrbanEdge,₹2481,₹3418,27%,4.2,2315,3418,27%,2420,Polyester,1-2 weeks,Footwear,Slow
https://www.example.com/product/1083,Bestseller,NeoThreads,₹1878,₹4809,60%,3.5,1813,4809,60%,1854,Nylon,1-2 weeks,Footwear,Slow
https://www.example.com/product/1434,Bestseller,ZyraWear,₹3161,₹4389,27%,3.6,3046,4389,27%,3133,Polyester,4-5 days,Jeans,Moderate
https://www.example.com/product/1398,Bestseller,VogueLift,₹2427,₹2847,14%,2.9,2249,2847,14%,2350,Nylon,4-5 days,Jeans,Slow
https://www.ajio.com/the-indian-garage-co-men-lightly-washed-slim-fit-jeans/p/460619260_grey?,Bestseller,The Indian Garage Co,₹620,₹1999,69%,3.7,3808,839,84% Off,4341,Cotton,4-5 days,Footwear,Moderate
https://www.example.com/product/1330,BESTSELLER,DenimCraft,₹1177,₹2529,53%,3.5,980,2529,53%,1132,Silk,1-2 weeks,Sportswear,Slow
https://www.example.com/product/1354,NEW,DenimCraft,₹3449,₹3699,6%,1.3,3310,3699,6%,3360,Nylon,5-7 days,Handbags,Moderate
https://www.example.com/product/1367,Bestseller,TruStep,₹1284,₹1877,31%,4.9,1121,1877,31%,1244,Nylon,5-7 days,Jackets,Moderate
https://www.example.com/product/1130,Bestseller,TruStep,₹1679,₹1895,11%,1.7,1521,1895,11%,1586,Leather,5-7 days,Shirts,Fast
https://www.example.com/product/1122,NEW,NeoThreads,₹1010,₹2147,52%,2.8,850,2147,52%,972,Polyester,2-3 days,Jackets,Fast
https://www.example.com/product/1149,NEW,DenimCraft,₹3519,₹3823,7%,4.0,3465,3823,7%,3478,Denim,5-7 days,Footwear,Fast
https://www.example.com/product/1363,TRENDING,StrideMax,₹4505,₹5023,10%,2.6,4365,5023,10%,4448,Linen,2-3 days,T-Shirts,Slow
https://www.example.com/product/1156,BESTSELLER,VogueLift,₹3927,₹5642,30%,2.9,3823,5642,30%,3836,Denim,5-7 days,Footwear,Slow
https://www.example.com/product/1444,NEW,UrbanEdge,₹2173,₹3215,32%,2.3,2050,3215,32%,2084,Polyester,4-5 days,Accessories,Fast
https://www.ajio.com/u-s-polo-assn-men-checked-regular-fit-shirt/p/442400931_blue?,Bestseller,U.S. Polo Assn.,₹1727,₹2699,36%,4.4,2136,5611,22% Off,572,Synthetic,5-7 days,Footwear,Slow
https://www.example.com/product/1350,Bestseller,VogueLift,₹4617,₹6534,29%,1.9,4552,6534,29%,4551,Synthetic,1-2 weeks,Dresses,Fast
https://www.example.com/product/1075,BESTSELLER,ZyraWear,₹2511,₹5126,51%,3.1,2376,5126,51%,2459,Linen,4-5 days,Footwear,Fast
https://www.example.com/product/1053,NEW,ZyraWear,₹4059,₹5552,26%,1.0,3882,5552,26%,3969,Leather,1-2 weeks,Dresses,Moderate
https://www.example.com/product/1010,BESTSELLER,AeroStyle,₹1410,₹2920,51%,3.0,1246,2920,51%,1374,Linen,1-2 weeks,Handbags,Fast
https://www.example.com/product/1436,NEW,TruStep,₹1714,₹2655,35%,1.2,1632,2655,35%,1634,Cotton,1-2 weeks,Accessories,Slow
https://www.example.com/product/1139,Limited Edition,ZyraWear,₹1367,₹2716,49%,3.9,1277,2716,49%,1283,Linen,2-3 days,Jeans,Fast
https://www.example.com/product/1458,NEW,VogueLift,₹469,₹2267,79%,3.5,388,2267,79%,418,Silk,4-5 days,Jackets,Moderate
https://www.example.com/product/1371,Bestseller,UrbanEdge,₹1672,₹3370,50%,1.4,1556,3370,50%,1577,Linen,2-3 days,Ethnicwear,Slow
https://www.example.com/product/1392,Bestseller,StrideMax,₹4861,₹6400,24%,4.3,4765,6400,24%,4833,Nylon,2-3 days,T-Shirts,Fast
https://www.example.com/product/1170,NEW,ZyraWear,₹2932,₹3720,21%,3.3,2763,3720,21%,2871,Synthetic,5-7 days,Footwear,Moderate
https://www.example.com/product/1268,Bestseller,NeoThreads,₹1090,₹2770,60%,2.1,939,2770,60%,991,Leather,5-7 days,Dresses,Fast
https://www.example.com/product/1446,Limited Edition,UrbanEdge,₹2819,₹3920,28%,4.6,2692,3920,28%,2789,Synthetic,5-7 days,Footwear,Moderate
https://www.example.com/product/1225,Bestseller,TruStep,₹464,₹3103,85%,2.6,304,3103,85%,376,Nylon,2-3 days,Footwear,Moderate
https://www.example.com/product/1166,TRENDING,TruStep,₹3983,₹5871,32%,3.6,3821,5871,32%,3888,Cotton,1-2 weeks,Jackets,Slow
https://www.example.com/product/1061,TRENDING,NeoThreads,₹3041,₹4851,37%,3.8,2906,4851,37%,2952,Cotton,1-2 weeks,Jeans,Slow
https://www.example.com/product/1118,NEW,StrideMax,₹4989,₹7186,30%,3.7,4831,7186,30%,4896,Silk,4-5 days,Dresses,Fast
https://www.example.com/product/1135,NEW,TruStep,₹4856,₹6208,21%,3.9,4793,6208,21%,4784,Nylon,2-3 days,Jeans,Slow
https://www.example.com/product/1386,TRENDING,TruStep,₹1224,₹2636,53%,2.6,1171,2636,53%,1175,Polyester,5-7 days,Sportswear,Fast
https://www.example.com/product/1362,Limited Edition,Luxora,₹645,₹1702,62%,4.8,576,1702,62%,609,Polyester,1-2 weeks,T-Shirts,Fast
https://www.example.com/product/1119,Limited Edition,AeroStyle,₹2030,₹3324,38%,2.8,1918,3324,38%,1968,Cotton,1-2 weeks,Sportswear,Moderate
https://www.example.com/product/1277,BESTSELLER,Flexura,₹4649,₹5693,18%,2.1,4549,5693,18%,4573,Leather,1-2 weeks,Handbags,Fast
https://www.example.com/product/1258,Bestseller,DenimCraft,₹3298,₹3907,15%,2.1,3246,3907,15%,3277,Cotton,2-3 days,Shirts,Fast
https://www.example.com/product/1095,Limited Edition,VogueLift,₹1497,₹3924,61%,2.3,1342,3924,61%,1445,Denim,1-2 weeks,Accessories,Moderate
https://www.example.com/product/1366,BESTSELLER,DenimCraft,₹4433,₹6512,31%,4.9,4274,6512,31%,4370,Polyester,1-2 weeks,Ethnicwear,Slow
https://www.example.com/product/1068,BESTSELLER,VogueLift,₹2070,₹4083,49%,3.5,1872,4083,49%,2012,Silk,2-3 days,Jeans,Slow
https://www.example.com/product/1115,NEW,Luxora,₹2345,₹4967,52%,1.7,2238,4967,52%,2293,Polyester,1-2 weeks,Jackets,Slow
https://www.example.com/product/1211,Bestseller,Flexura,₹3719,₹6067,38%,1.8,3648,6067,38%,3629,Cotton,1-2 weeks,Ethnicwear,Moderate
https://www.example.com/product/1244,NEW,Luxora,₹1639,₹3669,55%,1.2,1479,3669,55%,1580,Polyester,4-5 days,Jeans,Fast
https://www.example.com/product/1069,Bestseller,VogueLift,₹3832,₹5919,35%,2.0,3637,5919,35%,3783,Polyester,1-2 weeks,Footwear,Fast
https://www.example.com/product/1466,Bestseller,DenimCraft,₹4174,₹4504,7%,3.6,4106,4504,7%,4121,Nylon,2-3 days,Accessories,Slow
https://www.example.com/product/1094,Bestseller,Flexura,₹1958,₹4492,56%,3.6,1829,4492,56%,1869,Synthetic,2-3 days,Footwear,Slow
https://www.example.com/product/1155,BESTSELLER,AeroStyle,₹1499,₹2217,32%,2.1,1448,2217,32%,1467,Polyester,4-5 days,Ethnicwear,Fast
https://www.example.com/product/1174,BESTSELLER,UrbanEdge,₹4618,₹7329,36%,1.6,4481,7329,36%,4538,Denim,2-3 days,T-Shirts,Moderate
https://www.example.com/product/1218,TRENDING,ZyraWear,₹821,₹2762,70%,4.0,705,2762,70%,795,Nylon,5-7 days,T-Shirts,Moderate
https://www.example.com/product/1276,NEW,StrideMax,₹3352,₹5592,40%,1.4,3274,5592,40%,3277,Denim,2-3 days,Sportswear,Slow
https://www.example.com/product/1269,TRENDING,DenimCraft,₹2738,₹4767,42%,1.1,2653,4767,42%,2665,Synthetic,2-3 days,Handbags,Moderate
https://www.example.com/product/1321,Bestseller,NeoThreads,₹4352,₹6230,30%,4.5,4273,6230,30%,4326,Silk,4-5 days,Jeans,Slow
https://www.example.com/product/1271,TRENDING,NeoThreads,₹3987,₹6591,39%,3.2,3855,6591,39%,3940,Denim,5-7 days,Dresses,Moderate
https://www.example.com/product/1365,Bestseller,DenimCraft,₹4656,₹6945,32%,3.0,4457,6945,32%,4624,Nylon,4-5 days,Jeans,Fast
https://www.example.com/product/1290,TRENDING,NeoThreads,₹2134,₹3148,32%,2.4,2006,3148,32%,2098,Cotton,1-2 weeks,T-Shirts,Moderate
https://www.example.com/product/1097,TRENDING,Flexura,₹3167,₹5949,46%,1.5,3100,5949,46%,3126,Polyester,5-7 days,Ethnicwear,Moderate
https://www.example.com/product/1273,Bestseller,StrideMax,₹4192,₹6656,37%,2.3,4071,6656,37%,4125,Synthetic,5-7 days,Footwear,Moderate
https://www.example.com/product/1195,Bestseller,VogueLift,₹4816,₹6145,21%,2.1,4656,6145,21%,4768,Leather,5-7 days,Jackets,Moderate
https://www.example.com/product/1388,BESTSELLER,TruStep,₹4354,₹4590,5%,3.7,4284,4590,5%,4321,Nylon,2-3 days,Shirts,Fast
https://www.example.com/product/1191,BESTSELLER,AeroStyle,₹3660,₹4327,15%,4.7,3586,4327,15%,3634,Synthetic,2-3 days,Accessories,Moderate
https://www.example.com/product/1101,NEW,NeoThreads,₹2614,₹4786,45%,3.9,2463,4786,45%,2585,Denim,1-2 weeks,T-Shirts,Slow
https://www.example.com/product/1390,NEW,Luxora,₹2129,₹5112,58%,3.1,1940,5112,58%,2034,Leather,1-2 weeks,Shirts,Fast
https://www.example.com/product/1453,TRENDING,TruStep,₹4523,₹6742,32%,2.9,4366,6742,32%,4430,Polyester,4-5 days,Jeans,Moderate
https://www.example.com/product/1337,Limited Edition,StrideMax,₹3401,₹4250,19%,3.0,3254,4250,19%,3337,Leather,4-5 days,T-Shirts,Fast
https://www.example.com/product/1346,BESTSELLER,NeoThreads,₹817,₹2780,70%,2.7,695,2780,70%,728,Polyester,1-2 weeks,Ethnicwear,Fast
https://www.example.com/product/1262,Bestseller,Flexura,₹4075,₹4400,7%,3.2,4015,4400,7%,4022,Nylon,5-7 days,Jeans,Fast
https://www.example.com/product/1325,TRENDING,DenimCraft,₹2217,₹4561,51%,3.1,2046,4561,51%,2134,Nylon,5-7 days,Dresses,Slow
https://www.example.com/product/1443,Limited Edition,DenimCraft,₹515,₹1122,54%,4.6,415,1122,54%,489,Linen,2-3 days,Dresses,Fast
https://www.example.com/product/1336,NEW,NeoThreads,₹1317,₹2338,43%,2.2,1163,2338,43%,1249,Cotton,5-7 days,Sportswear,Moderate
https://www.example.com/product/1401,BESTSELLER,VogueLift,₹3621,₹3834,5%,4.7,3509,3834,5%,3586,Synthetic,4-5 days,Footwear,Slow
https://www.example.com/product/1084,TRENDING,StrideMax,₹3008,₹5440,44%,3.3,2896,5440,44%,2922,Denim,5-7 days,Jeans,Moderate
https://www.example.com/product/1151,NEW,NeoThreads,₹2024,₹2775,27%,4.6,1903,2775,27%,1947,Nylon,4-5 days,Jackets,Moderate
https://www.example.com/product/1416,BESTSELLER,NeoThreads,₹624,₹1917,67%,4.3,551,1917,67%,545,Silk,2-3 days,Ethnicwear,Fast
https://www.example.com/product/1310,BESTSELLER,NeoThreads,₹2132,₹2953,27%,1.6,1968,2953,27%,2059,Denim,5-7 days,Dresses,Slow
https://www.example.com/product/1301,NEW,AeroStyle,₹2723,₹4058,32%,2.2,2590,4058,32%,2685,Silk,2-3 days,Accessories,Slow
https://www.example.com/product/1450,NEW,AeroStyle,₹2068,₹3901,46%,1.4,1898,3901,46%,1974,Silk,1-2 weeks,T-Shirts,Fast
https://www.example.com/product/1329,Limited Edition,Luxora,₹4810,₹7415,35%,4.1,4671,7415,35%,4743,Cotton,4-5 days,Handbags,Slow
https://www.example.com/product/1205,Limited Edition,AeroStyle,₹3949,₹5854,32%,4.3,3893,5854,32%,3887,Leather,4-5 days,Shirts,Slow
https://www.example.com/product/1282,NEW,NeoThreads,₹2056,₹3668,43%,1.8,1897,3668,43%,2030,Synthetic,2-3 days,Shirts,Slow
https://www.example.com/product/1136,Limited Edition,ZyraWear,₹3743,₹5916,36%,1.4,3636,5916,36%,3686,Nylon,5-7 days,Handbags,Fast
https://www.example.com/product/1108,TRENDING,Luxora,₹3051,₹4721,35%,1.2,2992,4721,35%,3022,Silk,4-5 days,Ethnicwear,Moderate
https://www.example.com/product/1169,Limited Edition,Flexura,₹903,₹1555,41%,4.0,831,1555,41%,861,Polyester,5-7 days,T-Shirts,Slow
https://www.example.com/product/1230,BESTSELLER,VogueLift,₹4152,₹6737,38%,1.1,3967,6737,38%,4109,Leather,1-2 weeks,Accessories,Fast
https://www.example.com/product/1204,BESTSELLER,Luxora,₹2172,₹3795,42%,2.1,1980,3795,42%,2149,Synthetic,1-2 weeks,T-Shirts,Fast
https://www.example.com/product/1087,Bestseller,TruStep,₹1671,₹3264,48%,4.1,1556,3264,48%,1573,Leather,1-2 weeks,Shirts,Slow
https://www.example.com/product/1092,TRENDING,TruStep,₹4201,₹4676,10%,4.2,4041,4676,10%,4180,Linen,4-5 days,Shirts,Moderate
https://www.example.com/product/1319,Bestseller,Flexura,₹740,₹2494,70%,1.1,658,2494,70%,680,Synthetic,1-2 weeks,Jackets,Moderate
https://www.example.com/product/1196,Limited Edition,VogueLift,₹4285,₹5804,26%,4.8,4158,5804,26%,4222,Synthetic,2-3 days,Sportswear,Moderate
https://www.example.com/product/1372,NEW,Flexura,₹2112,₹4549,53%,4.2,2046,4549,53%,2044,Nylon,5-7 days,Sportswear,Moderate
https://www.example.com/product/1308,NEW,StrideMax,₹3821,₹5222,26%,3.4,3658,5222,26%,3759,Polyester,4-5 days,Shirts,Fast
https://www.example.com/product/1099,NEW,UrbanEdge,₹1692,₹3275,48%,2.7,1524,3275,48%,1644,Linen,5-7 days,Handbags,Slow
https://www.example.com/product/1257,Bestseller,UrbanEdge,₹1089,₹3515,69%,4.1,896,3515,69%,1048,Nylon,5-7 days,Footwear,Moderate
https://www.example.com/product/1381,NEW,Luxora,₹1326,₹2123,37%,5.0,1227,2123,37%,1275,Nylon,4-5 days,Jeans,Moderate
https://www.example.com/product/1079,Limited Edition,UrbanEdge,₹3756,₹5551,32%,4.2,3641,5551,32%,3667,Nylon,1-2 weeks,Jackets,Fast
https://www.example.com/product/1340,BESTSELLER,DenimCraft,₹4469,₹7263,38%,2.2,4390,7263,38%,4391,Denim,2-3 days,Sportswear,Moderate
https://www.example.com/product/1296,Bestseller,NeoThreads,₹3275,₹5203,37%,1.0,3106,5203,37%,3220,Denim,4-5 days,Ethnicwear,Moderate
https://www.example.com/product/1105,TRENDING,NeoThreads,₹2561,₹5126,50%,1.9,2468,5126,50%,2474,Polyester,5-7 days,Accessories,Moderate
https://www.example.com/product/1333,Bestseller,StrideMax,₹764,₹2706,71%,2.3,655,2706,71%,703,Linen,2-3 days,Shirts,Slow
https://www.example.com/product/1016,Bestseller,StrideMax,₹657,₹3443,80%,4.6,600,3443,80%,614,Nylon,1-2 weeks,Handbags,Moderate
https://www.example.com/product/1429,BESTSELLER,TruStep,₹2845,₹4171,31%,1.3,2700,4171,31%,2753,Polyester,5-7 days,Dresses,Moderate
https://www.example.com/product/1037,NEW,DenimCraft,₹3575,₹3890,8%,2.4,3466,3890,8%,3527,Cotton,2-3 days,Footwear,Fast
https://www.example.com/product/1255,NEW,DenimCraft,₹4107,₹6683,38%,1.3,4011,6683,38%,4037,Leather,2-3 days,Handbags,Slow
https://www.example.com/product/1057,TRENDING,StrideMax,₹4340,₹6085,28%,2.9,4170,6085,28%,4255,Linen,4-5 days,Shirts,Slow
https://www.example.com/product/1214,TRENDING,ZyraWear,₹1918,₹4726,59%,1.3,1845,4726,59%,1862,Denim,4-5 days,Sportswear,Fast
https://www.example.com/product/1158,NEW,UrbanEdge,₹631,₹2115,70%,1.9,502,2115,70%,540,Synthetic,2-3 days,Handbags,Fast
https://www.example.com/product/1353,Bestseller,Luxora,₹3492,₹5403,35%,4.5,3347,5403,35%,3464,Nylon,4-5 days,Sportswear,Fast
https://www.example.com/product/1131,BESTSELLER,Flexura,₹3089,₹3592,14%,1.8,3035,3592,14%,3050,Denim,2-3 days,Footwear,Slow
