products-list__link href,exclusive-new,brand,price,original_price,discount_percent,rating,discounted_price,original_price.1,discount_percent.1,offer_price,material_type,delivery_time_estimate,product_category,delivery_speed_category
https://www.ajio.com/red-tape-men-high-top-sneakers-with-lace-fastening/p/700353149_white?,BESTSELLER,RED TAPE,₹1139,₹6699,83%,1.6,2628,4233,48% Off,1721,Polyester,4-5 days,Footwear,Slow
https://www.example.com/product/1007,Bestseller,VogueLift,₹4227,₹5923,28%,2.6,4093,5923,28%,4180,Polyester,4-5 days,Accessories,Fast
https://www.example.com/product/1000,NEW,Luxora,₹2971,₹3678,19%,3.0,2878,3678,19%,2927,Silk,2-3 days,Ethnicwear,Moderate
https://www.example.com/product/1142,Limited Edition,AeroStyle,₹1998,₹4309,53%,4.8,1885,4309,53%,1916,Cotton,4-5 days,T-Shirts,Fast
https://www.example.com/product/1114,NEW,TruStep,₹4261,₹4526,5%,1.3,4085,4526,5%,4184,Silk,5-7 days,Footwear,Fast
https://www.example.com/product/1368,Bestseller,StrideMax,₹2336,₹2851,18%,2.2,2252,2851,18%,2266,Denim,1-2 weeks,Jeans,Slow
https://www.example.com/product/1313,Limited Edition,ZyraWear,₹1167,₹1917,39%,4.1,1009,1917,39%,1137,Denim,1-2 weeks,Jackets,Moderate
https://www.example.com/product/1193,Limited Edition,Flexura,₹3215,₹6007,46%,2.1,3096,6007,46%,3144,Cotton,5-7 days,Ethnicwear,Slow
https://www.example.com/product/1067,Bestseller,DenimCraft,₹2701,₹3660,26%,3.3,2647,3660,26%,2667,Denim,2-3 days,Footwear,Moderate
https://www.example.com/product/1023,TRENDING,Flexura,₹2654,₹3227,17%,2.4,2476,3227,17%,2599,Nylon,4-5 days,Sportswear,Moderate
https://www.example.com/product/1212,NEW,AeroStyle,₹2312,₹3397,31%,3.3,2250,3397,31%,2276,Linen,1-2 weeks,Sportswear,Fast
https://www.example.com/product/1342,BESTSELLER,Luxora,₹1198,₹3066,60%,2.6,1100,3066,60%,1108,Polyester,1-2 weeks,Jackets,Fast
https://www.example.com/product/1348,TRENDING,Luxora,₹1707,₹4365,60%,4.0,1619,4365,60%,1683,Cotton,1-2 weeks,Ethnicwear,Moderate
https://www.example.com/product/1150,TRENDING,StrideMax,₹1961,₹4867,59%,3.7,1789,4867,59%,1893,Leather,2-3 days,Shirts,Moderate
https://www.example.com/product/1013,Limited Edition,AeroStyle,₹4351,₹5999,27%,3.0,4171,5999,27%,4289,Cotton,2-3 days,Dresses,Moderate
https://www.example.com/product/1402,Limited Edition,DenimCraft,₹711,₹2115,66%,2.0,559,2115,66%,640,Silk,4-5 days,T-Shirts,Fast
https://www.example.com/product/1178,TRENDING,StrideMax,₹1230,₹2149,42%,2.4,1120,2149,42%,1202,Polyester,5-7 days,Dresses,Moderate
https://www.example.com/product/1254,Bestseller,StrideMax,₹2082,₹4922,57%,1.3,1955,4922,57%,2004,Linen,2-3 days,Handbags,Slow
https://www.example.com/product/1226,Bestseller,UrbanEdge,₹4491,₹7031,36%,1.3,4351,7031,36%,4443,Polyester,2-3 days,Jeans,Moderate
https://www.example.com/product/1382,TRENDING,NeoThreads,₹3191,₹3897,18%,3.3,3023,3897,18%,3096,Leather,5-7 days,Dresses,Slow
https://www.ajio.com/the-indian-garage-co-men-checked-slim-fit-shirt-with-patch-pocket/p/460698907_beige?,Bestseller,The Indian Garage Co,₹402,₹1749,77%,1.5,2491,5232,63% Off,579,Leather,4-5 days,Footwear,Slow
https://www.example.com/product/1228,Limited Edition,ZyraWear,₹3989,₹6185,35%,1.1,3812,6185,35%,3905,Linen,5-7 days,Ethnicwear,Slow
https://www.example.com/product/1423,BESTSELLER,DenimCraft,₹4242,₹5532,23%,4.8,4093,5532,23%,4162,Cotton,2-3 days,Jeans,Slow
https://www.example.com/product/1072,TRENDING,UrbanEdge,₹1059,₹2339,54%,1.0,872,2339,54%,1021,Synthetic,2-3 days,Ethnicwear,Fast
https://www.example.com/product/1198,TRENDING,UrbanEdge,₹4797,₹6392,24%,4.1,4698,6392,24%,4731,Linen,1-2 weeks,Jeans,Fast
https://www.example.com/product/1397,Limited Edition,Flexura,₹4781,₹6816,29%,3.1,4692,6816,29%,4756,Silk,4-5 days,Footwear,Slow
https://www.example.com/product/1185,BESTSELLER,VogueLift,₹841,₹2748,69%,3.1,781,2748,69%,794,Linen,5-7 days,Footwear,Fast
https://www.example.com/product/1143,Limited Edition,UrbanEdge,₹1654,₹2214,25%,4.9,1513,2214,25%,1584,Silk,4-5 days,Accessories,Fast
https://www.example.com/product/1070,BESTSELLER,Flexura,₹2975,₹4872,38%,3.4,2796,4872,38%,2904,Linen,5-7 days,Shirts,Moderate
https://www.example.com/product/1264,Bestseller,Luxora,₹4975,₹6074,18%,3.5,4916,6074,18%,4904,Cotton,2-3 days,Dresses,Moderate
https://www.example.com/product/1187,Limited Edition,DenimCraft,₹1961,₹3943,50%,3.7,1842,3943,50%,1894,Silk,2-3 days,T-Shirts,Slow
https://www.example.com/product/1033,BESTSELLER,StrideMax,₹2606,₹3461,24%,3.9,2478,3461,24%,2510,Linen,1-2 weeks,Footwear,Slow
https://www.example.com/product/1019,TRENDING,Luxora,₹4437,₹6741,34%,2.4,4319,6741,34%,4362,Cotton,1-2 weeks,Footwear,Moderate
https://www.example.com/product/1004,NEW,Luxora,₹2260,₹2495,9%,3.3,2186,2495,9%,2203,Synthetic,1-2 weeks,Sportswear,Slow
https://www.example.com/product/1239,TRENDING,UrbanEdge,₹4635,₹5242,11%,1.2,4467,5242,11%,4564,Silk,4-5 days,Ethnicwear,Slow
https://www.example.com/product/1299,Bestseller,NeoThreads,₹4555,₹6860,33%,1.2,4360,6860,33%,4465,Leather,1-2 weeks,T-Shirts,Slow
https://www.example.com/product/1172,Limited Edition,DenimCraft,₹3164,₹4937,35%,3.6,2968,4937,35%,3141,Nylon,5-7 days,Ethnicwear,Moderate
https://www.example.com/product/1440,Limited Edition,Flexura,₹4905,₹6212,21%,5.0,4766,6212,21%,4847,Silk,4-5 days,Jackets,Slow
https://www.ajio.com/red-tape-women-colourblock-slide-flip-flops-/p/701800587_offwhite?,BESTSELLER,RED TAPE,₹378,₹2099,82%,1.7,3744,4254,12% Off,3654,Plastic,1-2 weeks,Footwear,Slow
https://www.example.com/product/1394,BESTSELLER,UrbanEdge,₹2440,₹4663,47%,1.1,2256,4663,47%,2363,Silk,2-3 days,T-Shirts,Slow
https://www.example.com/product/1202,NEW,ZyraWear,₹3130,₹4687,33%,4.4,2990,4687,33%,3049,Silk,1-2 weeks,Jackets,Moderate
https://www.example.com/product/1232,TRENDING,UrbanEdge,₹2838,₹4323,34%,1.1,2662,4323,34%,2771,Nylon,4-5 days,Sportswear,Slow
https://www.example.com/product/1260,TRENDING,DenimCraft,₹3211,₹4557,29%,4.5,3151,4557,29%,3167,Cotton,1-2 weeks,Jeans,Fast
https://www.example.com/product/1134,Bestseller,VogueLift,₹1828,₹2898,36%,1.4,1714,2898,36%,1742,Nylon,4-5 days,Footwear,Slow
https://www.example.com/product/1395,NEW,UrbanEdge,₹2047,₹3005,31%,3.6,1859,3005,31%,2011,Silk,5-7 days,Shirts,Slow
https://www.example.com/product/1110,Bestseller,TruStep,₹2794,₹5260,46%,1.5,2599,5260,46%,2723,Leather,4-5 days,Jeans,Slow
https://www.example.com/product/1034,Bestseller,UrbanEdge,₹3205,₹5964,46%,3.3,3043,5964,46%,3169,Polyester,5-7 days,Accessories,Fast
https://www.example.com/product/1107,Limited Edition,AeroStyle,₹3457,₹6036,42%,1.5,3334,6036,42%,3405,Leather,2-3 days,T-Shirts,Slow
https://www.example.com/product/1100,BESTSELLER,NeoThreads,₹3135,₹4456,29%,2.0,3062,4456,29%,3062,Leather,4-5 days,Footwear,Fast
https://www.example.com/product/1445,NEW,Luxora,₹2029,₹2835,28%,2.6,1894,2835,28%,1935,Polyester,2-3 days,Sportswear,Moderate
https://www.ajio.com/lakme-9-to-5-complexion-care-face-cream--bronze/p/4910462680_multi?,BESTSELLER,LAKME,₹211,₹399,47%,4.0,3666,6313,83% Off,1059,Synthetic,5-7 days,Footwear,Moderate
https://www.example.com/product/1298,Limited Edition,DenimCraft,₹2168,₹3955,45%,1.4,2117,3955,45%,2144,Leather,2-3 days,Jackets,Slow
https://www.example.com/product/1432,Limited Edition,VogueLift,₹3426,₹4590,25%,1.9,3299,4590,25%,3338,Nylon,1-2 weeks,Dresses,Fast
https://www.example.com/product/1036,BESTSELLER,AeroStyle,₹1067,₹3974,73%,1.2,921,3974,73%,1003,Silk,1-2 weeks,Sportswear,Slow
https://www.example.com/product/1272,TRENDING,UrbanEdge,₹2860,₹3579,20%,1.4,2809,3579,20%,2779,Denim,5-7 days,T-Shirts,Slow
https://www.ajio.com/the-indian-garage-co-men-striped-slim-fit-shirt-with-patch-pocket/p/460907277_blue?,BESTSELLER,The Indian Garage Co,₹472,₹1749,73%,2.1,2307,6166,24% Off,392,Leather,5-7 days,Footwear,Moderate
https://www.example.com/product/1128,Bestseller,Flexura,₹331,₹1165,71%,1.2,278,1165,71%,254,Polyester,1-2 weeks,Handbags,Slow
https://www.example.com/product/1012,TRENDING,AeroStyle,₹4290,₹5410,20%,2.4,4145,5410,20%,4223,Leather,1-2 weeks,Dresses,Moderate
https://www.example.com/product/1351,NEW,Flexura,₹479,₹2169,77%,4.7,395,2169,77%,424,Linen,4-5 days,Accessories,Moderate
https://www.example.com/product/1428,Limited Edition,Luxora,₹2001,₹2770,27%,2.1,1908,2770,27%,1966,Nylon,1-2 weeks,Ethnicwear,Fast
https://www.example.com/product/1383,Bestseller,AeroStyle,₹761,₹1644,53%,4.2,626,1644,53%,733,Silk,2-3 days,Jackets,Moderate
https://www.example.com/product/1188,BESTSELLER,VogueLift,₹919,₹2683,65%,1.8,858,2683,65%,861,Polyester,4-5 days,T-Shirts,Slow
https://www.example.com/product/1251,TRENDING,VogueLift,₹2173,₹3590,39%,1.2,2088,3590,39%,2092,Denim,4-5 days,Footwear,Fast
https://www.example.com/product/1403,Bestseller,DenimCraft,₹1644,₹2274,27%,2.6,1538,2274,27%,1621,Leather,4-5 days,Accessories,Moderate
https://www.example.com/product/1399,BESTSELLER,Luxora,₹2624,₹4509,41%,1.7,2547,4509,41%,2552,Synthetic,4-5 days,Handbags,Slow
https://www.example.com/product/1309,BESTSELLER,AeroStyle,₹572,₹2546,77%,4.0,405,2546,77%,489,Synthetic,1-2 weeks,Sportswear,Slow
https://www.example.com/product/1208,BESTSELLER,NeoThreads,₹3749,₹5453,31%,1.7,3586,5453,31%,3670,Nylon,2-3 days,Shirts,Moderate
https://www.example.com/product/1179,TRENDING,AeroStyle,₹3796,₹4140,8%,4.0,3670,4140,8%,3776,Synthetic,2-3 days,Sportswear,Fast
https://www.example.com/product/1184,Bestseller,NeoThreads,₹2770,₹4881,43%,1.0,2695,4881,43%,2673,Cotton,5-7 days,T-Shirts,Fast
https://www.example.com/product/1267,BESTSELLER,AeroStyle,₹2561,₹4868,47%,1.9,2406,4868,47%,2473,Denim,1-2 weeks,Sportswear,Moderate
https://www.example.com/product/1426,Limited Edition,ZyraWear,₹1115,₹3859,71%,1.2,957,3859,71%,1018,Polyester,1-2 weeks,T-Shirts,Moderate
https://www.example.com/product/1223,Limited Edition,AeroStyle,₹2784,₹3937,29%,3.6,2729,3937,29%,2686,Synthetic,4-5 days,Accessories,Fast
https://www.example.com/product/1457,TRENDING,UrbanEdge,₹978,₹3545,72%,2.4,834,3545,72%,900,Polyester,2-3 days,Ethnicwear,Slow
https://www.example.com/product/1427,BESTSELLER,DenimCraft,₹3553,₹3860,7%,2.7,3482,3860,7%,3518,Polyester,1-2 weeks,Handbags,Slow
https://www.example.com/product/1275,Bestseller,DenimCraft,₹396,₹2368,83%,4.8,341,2368,83%,362,Linen,1-2 weeks,Dresses,Fast
https://www.example.com/product/1322,Bestseller,Luxora,₹1438,₹1954,26%,4.3,1307,1954,26%,1373,Polyester,2-3 days,Dresses,Moderate
https://www.example.com/product/1241,TRENDING,Flexura,₹3912,₹5483,28%,3.1,3794,5483,28%,3882,Linen,1-2 weeks,Jeans,Moderate
https://www.example.com/product/1173,BESTSELLER,ZyraWear,₹2015,₹2758,26%,4.0,1903,2758,26%,1932,Linen,2-3 days,T-Shirts,Moderate
https://www.example.com/product/1133,BESTSELLER,DenimCraft,₹470,₹2110,77%,3.0,419,2110,77%,424,Synthetic,5-7 days,Shirts,Moderate
https://www.example.com/product/1015,NEW,AeroStyle,₹2375,₹4583,48%,4.5,2204,4583,48%,2306,Synthetic,5-7 days,Ethnicwear,Moderate
https://www.example.com/product/1189,TRENDING,TruStep,₹1548,₹3802,59%,3.0,1389,3802,59%,1526,Denim,1-2 weeks,Shirts,Fast
https://www.example.com/product/1373,Bestseller,Luxora,₹3656,₹5591,34%,4.8,3594,5591,34%,3634,Denim,2-3 days,Sportswear,Slow
https://www.example.com/product/1162,TRENDING,AeroStyle,₹2439,₹3232,24%,4.9,2346,3232,24%,2373,Nylon,2-3 days,Jeans,Slow
https://www.example.com/product/1281,Limited Edition,NeoThreads,₹3114,₹5706,45%,4.9,2987,5706,45%,3031,Cotton,1-2 weeks,Shirts,Fast
https://www.example.com/product/1231,BESTSELLER,NeoThreads,₹400,₹2941,86%,1.1,227,2941,86%,313,Linen,5-7 days,Accessories,Moderate
https://www.example.com/product/1077,BESTSELLER,Luxora,₹316,₹2894,89%,2.6,133,2894,89%,246,Nylon,5-7 days,Shirts,Slow
https://www.example.com/product/1025,BESTSELLER,StrideMax,₹3771,₹4750,20%,2.5,3613,4750,20%,3727,Polyester,1-2 weeks,Footwear,Moderate
https://www.example.com/product/1361,NEW,VogueLift,₹2510,₹4396,42%,3.7,2328,4396,42%,2438,Denim,4-5 days,Footwear,Fast
https://www.ajio.com/puma-dart-one8-idp-lace-up-sneakers/p/469058769_black?,Bestseller,Puma,₹1400,₹3999,65%,2.8,3642,3612,19% Off,2055,Leather,1-2 weeks,Footwear,Fast
https://www.example.com/product/1410,Limited Edition,StrideMax,₹1337,₹2111,36%,2.3,1287,2111,36%,1314,Leather,5-7 days,Dresses,Fast
https://www.example.com/product/1451,Bestseller,ZyraWear,₹4348,₹5308,18%,1.2,4177,5308,18%,4280,Leather,5-7 days,Footwear,Slow
https://www.example.com/product/1021,TRENDING,AeroStyle,₹3785,₹4285,11%,1.2,3619,4285,11%,3748,Polyester,2-3 days,Sportswear,Slow
https://www.example.com/product/1391,NEW,UrbanEdge,₹1522,₹3890,60%,3.3,1469,3890,60%,1433,Polyester,2-3 days,Dresses,Moderate
https://www.example.com/product/1052,NEW,TruStep,₹2842,₹3505,18%,4.2,2786,3505,18%,2771,Synthetic,5-7 days,Jeans,Moderate
https://www.example.com/product/1177,Limited Edition,TruStep,₹1964,₹4763,58%,4.5,1812,4763,58%,1868,Silk,5-7 days,Handbags,Fast
https://www.example.com/product/1006,Limited Edition,StrideMax,₹368,₹591,37%,2.2,239,591,37%,286,Polyester,2-3 days,Jeans,Slow
https://www.example.com/product/1235,TRENDING,NeoThreads,₹2364,₹3880,39%,3.0,2282,3880,39%,2281,Silk,4-5 days,Dresses,Fast
https://www.example.com/product/1338,BESTSELLER,NeoThreads,₹550,₹3084,82%,2.6,359,3084,82%,463,Nylon,5-7 days,Shirts,Moderate
https://www.example.com/product/1063,Limited Edition,NeoThreads,₹3204,₹4082,21%,2.8,3081,4082,21%,3143,Leather,4-5 days,Jackets,Moderate
https://www.example.com/product/1311,NEW,Luxora,₹2998,₹5507,45%,1.1,2931,5507,45%,2974,Silk,1-2 weeks,T-Shirts,Slow
https://www.example.com/product/1442,TRENDING,DenimCraft,₹3100,₹5472,43%,3.7,3012,5472,43%,3064,Silk,4-5 days,Shirts,Fast
https://www.example.com/product/1024,BESTSELLER,Luxora,₹1489,₹3955,62%,1.7,1375,3955,62%,1466,Linen,4-5 days,Accessories,Moderate
https://www.example.com/product/1317,BESTSELLER,TruStep,₹2964,₹3723,20%,3.2,2805,3723,20%,2904,Linen,2-3 days,Jackets,Slow
https://www.example.com/product/1236,TRENDING,UrbanEdge,₹1876,₹3777,50%,3.2,1707,3777,50%,1811,Denim,1-2 weeks,Jeans,Fast
https://www.example.com/product/1213,Bestseller,ZyraWear,₹1178,₹4056,70%,3.6,1097,4056,70%,1121,Denim,5-7 days,Dresses,Slow
https://www.ajio.com/red-tape-men-black-lifestyle-sneakers-/p/700429398_black?,Bestseller,RED TAPE,₹1207,₹7099,83%,2.7,4724,2449,19% Off,4948,Cotton,2-3 days,Footwear,Fast
https://www.example.com/product/1287,BESTSELLER,StrideMax,₹334,₹1853,81%,1.9,185,1853,81%,251,Linen,5-7 days,Jackets,Moderate
https://www.example.com/product/1060,TRENDING,NeoThreads,₹2837,₹5555,48%,1.7,2716,5555,48%,2738,Synthetic,2-3 days,Accessories,Fast
https://www.example.com/product/1359,NEW,NeoThreads,₹1124,₹1906,41%,1.9,962,1906,41%,1042,Denim,2-3 days,Jackets,Slow
https://www.example.com/product/1245,TRENDING,NeoThreads,₹575,₹1893,69%,2.4,376,1893,69%,519,Silk,4-5 days,Dresses,Fast
https://www.example.com/product/1138,TRENDING,UrbanEdge,₹2260,₹4329,47%,4.3,2123,4329,47%,2183,Denim,2-3 days,Sportswear,Fast
https://www.example.com/product/1300,BESTSELLER,StrideMax,₹3445,₹6170,44%,3.9,3306,6170,44%,3419,Polyester,4-5 days,Footwear,Fast
https://www.example.com/product/1461,BESTSELLER,VogueLift,₹3812,₹6295,39%,4.5,3642,6295,39%,3767,Silk,5-7 days,Jeans,Slow
https://www.example.com/product/1106,NEW,Flexura,₹1900,₹3506,45%,1.6,1759,3506,45%,1819,Silk,2-3 days,Jeans,Slow
https://www.example.com/product/1278,Limited Edition,AeroStyle,₹4314,₹4591,6%,2.2,4136,4591,6%,4289,Cotton,4-5 days,Jackets,Slow
https://www.example.com/product/1449,BESTSELLER,TruStep,₹2716,₹5307,48%,3.8,2647,5307,48%,2632,Synthetic,5-7 days,Dresses,Moderate
https://www.example.com/product/1291,BESTSELLER,Flexura,₹4447,₹7378,39%,1.4,4347,7378,39%,4426,Nylon,2-3 days,Handbags,Slow
https://www.example.com/product/1215,Bestseller,NeoThreads,₹4897,₹5128,4%,4.1,4726,5128,4%,4857,Silk,1-2 weeks,Accessories,Fast
https://www.example.com/product/1026,BESTSELLER,Luxora,₹2913,₹5600,47%,3.5,2792,5600,47%,2843,Cotton,4-5 days,Footwear,Moderate
https://www.example.com/product/1335,Bestseller,UrbanEdge,₹3071,₹5837,47%,2.2,2948,5837,47%,3040,Cotton,2-3 days,Footwear,Moderate
https://www.example.com/product/1022,Limited Edition,DenimCraft,₹1752,₹1953,10%,1.5,1575,1953,10%,1659,Denim,2-3 days,Sportswear,Slow
https://www.example.com/product/1425,NEW,Flexura,₹1868,₹4642,59%,1.7,1782,4642,59%,1843,Cotton,1-2 weeks,T-Shirts,Slow
https://www.example.com/product/1146,BESTSELLER,VogueLift,₹2688,₹3581,24%,3.9,2616,3581,24%,2610,Silk,1-2 weeks,Ethnicwear,Fast
https://www.example.com/product/1417,TRENDING,Luxora,₹1634,₹4503,63%,2.1,1577,4503,63%,1611,Linen,1-2 weeks,Dresses,Moderate
https://www.example.com/product/1161,Limited Edition,DenimCraft,₹1397,₹3543,60%,1.5,1238,3543,60%,1328,Leather,5-7 days,Footwear,Fast
https://www.example.com/product/1465,Limited Edition,TruStep,₹1296,₹3753,65%,4.5,1097,3753,65%,1257,Nylon,2-3 days,Jackets,Slow
https://www.example.com/product/1159,TRENDING,AeroStyle,₹4025,₹5926,32%,3.4,3919,5926,32%,3941,Leather,2-3 days,T-Shirts,Moderate
https://www.example.com/product/1141,BESTSELLER,DenimCraft,₹4775,₹7620,37%,3.0,4696,7620,37%,4726,Linen,4-5 days,Handbags,Slow
https://www.example.com/product/1030,Bestseller,AeroStyle,₹508,₹1075,52%,3.2,347,1075,52%,469,Polyester,2-3 days,Shirts,Moderate
https://www.example.com/product/1020,Limited Edition,UrbanEdge,₹3471,₹3912,11%,2.5,3358,3912,11%,3375,Leather,2-3 days,Ethnicwear,Slow
https://www.example.com/product/1316,Bestseller,Flexura,₹1181,₹1882,37%,3.4,999,1882,37%,1139,Leather,2-3 days,T-Shirts,Moderate
https://www.example.com/product/1207,NEW,VogueLift,₹4423,₹6899,35%,2.7,4273,6899,35%,4393,Polyester,2-3 days,Shirts,Fast
https://www.example.com/product/1224,Bestseller,ZyraWear,₹1856,₹3679,49%,3.7,1675,3679,49%,1760,Nylon,5-7 days,Jeans,Moderate
https://www.ajio.com/red-tape-men-flip-flops-with-rubber-upper/p/701516512_olive?,BESTSELLER,RED TAPE,₹391,₹2299,83%,4.2,3723,6648,44% Off,3326,Leather,1-2 weeks,Clothing,Fast
https://www.example.com/product/1285,TRENDING,ZyraWear,₹2639,₹5499,52%,3.0,2455,5499,52%,2570,Synthetic,2-3 days,Sportswear,Moderate
https://www.example.com/product/1431,Bestseller,Flexura,₹1352,₹3337,59%,3.5,1212,3337,59%,1324,Synthetic,2-3 days,Jackets,Moderate
https://www.example.com/product/1132,BESTSELLER,ZyraWear,₹3868,₹6825,43%,4.4,3677,6825,43%,3799,Denim,5-7 days,Handbags,Moderate
https://www.example.com/product/1248,TRENDING,Flexura,₹3574,₹4151,13%,3.1,3413,4151,13%,3487,Polyester,2-3 days,Jackets,Moderate
https://www.example.com/product/1415,TRENDING,NeoThreads,₹1246,₹2898,57%,2.1,1139,2898,57%,1188,Nylon,2-3 days,Ethnicwear,Moderate
https://www.example.com/product/1163,NEW,DenimCraft,₹2431,₹5014,51%,3.5,2311,5014,51%,2348,Cotton,4-5 days,Jeans,Slow
https://www.example.com/product/1357,NEW,AeroStyle,₹1453,₹2541,42%,2.0,1328,2541,42%,1371,Synthetic,4-5 days,Shirts,Fast
https://www.example.com/product/1265,BESTSELLER,VogueLift,₹4490,₹6736,33%,4.3,4293,6736,33%,4412,Polyester,5-7 days,Ethnicwear,Fast
https://www.example.com/product/1385,Bestseller,UrbanEdge,₹1153,₹4137,72%,4.0,975,4137,72%,1069,Linen,4-5 days,Handbags,Moderate
https://www.example.com/product/1315,TRENDING,DenimCraft,₹4010,₹4857,17%,2.0,3911,4857,17%,3965,Leather,5-7 days,Shirts,Slow
https://www.example.com/product/1229,Limited Edition,NeoThreads,₹4672,₹5899,20%,1.7,4566,5899,20%,4617,Linen,5-7 days,Sportswear,Moderate
https://www.example.com/product/1280,Bestseller,NeoThreads,₹3449,₹6365,45%,3.4,3250,6365,45%,3388,Denim,1-2 weeks,Footwear,Slow
https://www.example.com/product/1121,Limited Edition,Luxora,₹4810,₹6554,26%,4.6,4743,6554,26%,4721,Polyester,4-5 days,Jeans,Slow
https://www.example.com/product/1102,Limited Edition,UrbanEdge,₹3136,₹3984,21%,2.1,2998,3984,21%,3106,Leather,4-5 days,Jackets,Fast
https://www.example.com/product/1123,TRENDING,DenimCraft,₹1871,₹4450,57%,1.1,1681,4450,57%,1797,Polyester,5-7 days,Ethnicwear,Fast
https://www.example.com/product/1331,BESTSELLER,VogueLift,₹1725,₹3249,46%,4.3,1620,3249,46%,1632,Denim,1-2 weeks,Ethnicwear,Fast
https://www.example.com/product/1071,TRENDING,Flexura,₹4532,₹6200,26%,4.5,4366,6200,26%,4444,Denim,4-5 days,T-Shirts,Fast
https://www.example.com/product/1344,Limited Edition,DenimCraft,₹3152,₹3584,12%,1.7,2954,3584,12%,3106,Cotton,4-5 days,Sportswear,Fast
https://www.example.com/product/1059,TRENDING,Luxora,₹2384,₹3717,35%,4.7,2334,3717,35%,2294,Cotton,2-3 days,Shirts,Slow
https://www.example.com/product/1430,TRENDING,TruStep,₹2385,₹3159,24%,1.6,2317,3159,24%,2340,Nylon,5-7 days,Accessories,Fast
https://www.example.com/product/1302,Bestseller,NeoThreads,₹3688,₹5042,26%,1.5,3553,5042,26%,3617,Nylon,5-7 days,Dresses,Slow
https://www.example.com/product/1186,Limited Edition,NeoThreads,₹2667,₹5175,48%,1.9,2520,5175,48%,2601,Polyester,1-2 weeks,Sportswear,Moderate
https://www.example.com/product/1438,Bestseller,NeoThreads,₹3233,₹4770,32%,4.9,3116,4770,32%,3141,Leather,4-5 days,Handbags,Moderate
https://www.example.com/product/1093,Limited Edition,AeroStyle,₹835,₹2146,61%,4.2,723,2146,61%,759,Synthetic,1-2 weeks,Jeans,Slow
https://www.example.com/product/1468,Limited Edition,UrbanEdge,₹1051,₹3570,70%,2.2,919,3570,70%,987,Silk,4-5 days,Jackets,Slow
https://www.ajio.com/van-heusen-men-round-toe-slip-on-shoes/p/469649594_brown?,BESTSELLER,VAN HEUSEN,₹2150,₹4299,50%,3.3,1668,6179,73% Off,1409,Leather,4-5 days,Footwear,Fast
https://www.example.com/product/1160,NEW,DenimCraft,₹489,₹1903,74%,4.7,339,1903,74%,420,Linen,2-3 days,Dresses,Moderate
https://www.example.com/product/1043,BESTSELLER,ZyraWear,₹4676,₹6473,27%,2.3,4565,6473,27%,4652,Linen,2-3 days,Dresses,Slow
https://www.example.com/product/1078,Limited Edition,VogueLift,₹4590,₹5157,10%,2.6,4537,5157,10%,4517,Silk,2-3 days,Jeans,Moderate
https://www.example.com/product/1242,TRENDING,StrideMax,₹4051,₹5170,21%,2.4,3918,5170,21%,3972,Synthetic,4-5 days,Jeans,Moderate
https://www.example.com/product/1320,TRENDING,Flexura,₹2236,₹4763,53%,2.8,2159,4763,53%,2149,Leather,2-3 days,Accessories,Fast
https://www.example.com/product/1407,Limited Edition,ZyraWear,₹4269,₹6535,34%,4.3,4101,6535,34%,4201,Cotton,1-2 weeks,T-Shirts,Moderate
https://www.example.com/product/1074,Bestseller,StrideMax,₹2010,₹3757,46%,1.1,1812,3757,46%,1990,Denim,4-5 days,Jackets,Slow
